"No.";"Human Annotation";"Language";"text";"Version";"instruction";"R";"label";"motivation"
"3";"contra";"Chinese";"不会，这个国家不会后悔任何事。当我们被带去屠杀时，他们会面带笑容欢呼鼓掌。我们完全配得上这个混蛋将要释放的地狱。";"Binär";;;"1";"The comment expresses strong disapproval of Donald J. Trump, indicating that the speaker believes the country deserves the negative consequences of his actions."
"4";"pro";"Chinese";"当然，看起来这里的“安慰剂”是真实存在的。接受失败吧。美国已经做出了选择。不管是普选票还是选举人票，这都是美国人民的胜利。不爽也没办法。";"Tertiar";;;"0";"The comment expresses a neutral stance by acknowledging the reality of the election results and suggesting acceptance of the outcome without explicitly approving or disapproving of Trump."
"4";"pro";"Chinese";"当然，看起来这里的“安慰剂”是真实存在的。接受失败吧。美国已经做出了选择。不管是普选票还是选举人票，这都是美国人民的胜利。不爽也没办法。";"Binär";;;"1";"The comment expresses a sense of acceptance regarding the election outcome, indicating that the choice made by the American people is final. The phrase '接受失败吧' (accept the defeat) suggests a disapproval of Trump's supporters who may not accept the election results."
"5";"pro";"Chinese";"啧啧，我会继续享受接下来四年的便宜食品、汽油和和平。";"Tertiar";;;"1";"The comment expresses enjoyment of the benefits associated with the Trump administration, such as cheap food, gas, and peace, indicating approval of Trump."
"5";"pro";"Chinese";"啧啧，我会继续享受接下来四年的便宜食品、汽油和和平。";"Binär";;;"0";"The comment expresses enjoyment of the benefits associated with the current administration, implying approval of Trump's policies."
"6";"pro";"Chinese";"是的，他不仅是通过选举选出来的，他还是更多人真正想要的候选人。";"Tertiar";;;"1";"The comment expresses approval of Trump by stating that he was elected and is the candidate that more people truly want."
"6";"pro";"Chinese";"是的，他不仅是通过选举选出来的，他还是更多人真正想要的候选人。";"Binär";;;"0";"The comment expresses approval of Trump by stating that he was elected and is the candidate that more people truly want."
"7";"pro";"Chinese";"不会的，我们不会后悔选择了正确的候选人。我们赢得了参议院、众议院和总统席位。在你们痛苦中挣扎时，我们会继续生活和繁荣。";"Tertiar";;;"1";"The comment expresses approval of the chosen candidate, indicating satisfaction with the election results and a sense of victory."
"7";"pro";"Chinese";"不会的，我们不会后悔选择了正确的候选人。我们赢得了参议院、众议院和总统席位。在你们痛苦中挣扎时，我们会继续生活和繁荣。";"Binär";;;"0";"The comment expresses approval of the choice of candidate, indicating satisfaction with the election results and a sense of victory, which suggests a pro-Trump sentiment."
"8";"contra";"Chinese";"有谁关心吗？特朗普承诺对所有进口商品征收最高20%的关税。顺便提醒一下，对从中国进口的商品，中国并不支付关税。支付关税的是进口商。而进口商会将这些成本转嫁给美国人。如果没有更便宜的、具有竞争力的美国商品，人们就会被迫购买更贵的商品。美国在许多商品上无法与中国竞争，所以这种情况很可能发生。";"Tertiar";;;"0";"The comment discusses Trump's tariff policy and its implications without expressing a clear approval or disapproval of him. It presents a neutral analysis of the situation."
"8";"contra";"Chinese";"有谁关心吗？特朗普承诺对所有进口商品征收最高20%的关税。顺便提醒一下，对从中国进口的商品，中国并不支付关税。支付关税的是进口商。而进口商会将这些成本转嫁给美国人。如果没有更便宜的、具有竞争力的美国商品，人们就会被迫购买更贵的商品。美国在许多商品上无法与中国竞争，所以这种情况很可能发生。";"Binär";;;"1";"The comment expresses disapproval of Trump's tariff policy by highlighting the negative consequences for American consumers and the inability of American products to compete with Chinese goods."
"9";"contra";"Chinese";"他在一段话里提到了200%、300%甚至2000%。他完全不清楚百分比实际上会是什么样子。";"Tertiar";;;"-1";"The comment criticizes Trump's understanding of percentages, implying a lack of competence or knowledge, which suggests disapproval."
"9";"contra";"Chinese";"他在一段话里提到了200%、300%甚至2000%。他完全不清楚百分比实际上会是什么样子。";"Binär";;;"1";"The comment criticizes Trump's understanding of percentages, implying a lack of competence or knowledge, which suggests disapproval."
"10";"contra";"Chinese";"特朗普对竞选承诺反悔了？不可能！接下来你就知道了，墨西哥也不会为那堵墙付钱。";"Tertiar";;;"-1";"The comment expresses skepticism about Trump's campaign promises and suggests that he will not follow through on them, indicating disapproval."
"10";"contra";"Chinese";"特朗普对竞选承诺反悔了？不可能！接下来你就知道了，墨西哥也不会为那堵墙付钱。";"Binär";;;"1";"The comment expresses disapproval of Trump by suggesting he has gone back on his campaign promises and implies skepticism about his claims regarding Mexico paying for the wall."
"11";"contra";"Chinese";"仅仅几个月后：“没人知道医疗保健竟然这么复杂。";"Tertiar";;;"0";"The comment expresses a neutral observation about the complexity of healthcare without indicating approval or disapproval of Donald J. Trump."
"11";"contra";"Chinese";"仅仅几个月后：“没人知道医疗保健竟然这么复杂。";"Binär";;;"1";"The comment expresses a sense of surprise and possibly frustration about the complexity of healthcare, which can imply a disapproval of Trump's handling of healthcare issues."
"12";"contra";"Chinese";"所以他在就职前一个月对两个真正的竞选承诺之一反悔了？是的，这会很糟糕。";"Tertiar";;;"-1";"The comment expresses disapproval of Trump by criticizing him for going back on a campaign promise."
"12";"contra";"Chinese";"所以他在就职前一个月对两个真正的竞选承诺之一反悔了？是的，这会很糟糕。";"Binär";;;"1";"The comment expresses disapproval of Trump by highlighting a negative aspect of his behavior regarding campaign promises."
"13";"contra";"Chinese";"我从未听说过2025项目。";"Tertiar";;;"0";"The comment expresses a lack of knowledge about a specific project related to Trump, which does not indicate approval or disapproval."
"13";"contra";"Chinese";"我从未听说过2025项目。";"Binär";;;"2";"The comment does not express a clear approval or disapproval of Donald J. Trump; it simply states a lack of knowledge about a specific project."
"14";"contra";"Chinese";"如果你以为特朗普会做些什么，除了让他的法律麻烦消失，让自己和家人致富，并对他讨厌的人复仇，那么你需要检查一下你的头脑。";"Tertiar";;;"-1";"The comment expresses a negative view of Trump, suggesting that his actions are self-serving and harmful, which indicates disapproval."
"14";"contra";"Chinese";"如果你以为特朗普会做些什么，除了让他的法律麻烦消失，让自己和家人致富，并对他讨厌的人复仇，那么你需要检查一下你的头脑。";"Binär";;;"1";"The comment expresses a negative view of Trump, suggesting that his actions are self-serving and focused on personal gain rather than the public good."
"15";"contra";"Chinese";"别忘了特洛伊木马让更多的亿万富翁进入权力位置，继续放松对行业的监管，让到处都变得更不安全、更不健康，故意破坏美国在国际上的声誉";"Tertiar";;;"-1";"The comment criticizes the influence of billionaires in power and suggests that this has led to increased deregulation and negative consequences for safety and health, as well as damaging the international reputation of the U.S. This indicates a disapproval of Trump's policies and actions."
"15";"contra";"Chinese";"别忘了特洛伊木马让更多的亿万富翁进入权力位置，继续放松对行业的监管，让到处都变得更不安全、更不健康，故意破坏美国在国际上的声誉";"Binär";;;"1";"The comment criticizes the influence of billionaires in power and suggests that this has led to increased deregulation and negative consequences for safety and health, as well as damaging America's international reputation, which indicates disapproval of Trump's policies."
"16";"contra";"Chinese";"哈哈，任何认为这个强奸犯会帮助降低任何东西价格的人，正是共和党喜欢的那种愚蠢。";"Tertiar";;;"-1";"The comment expresses a negative view of Trump by referring to him as a 'rapist' and criticizing those who believe he can lower prices, indicating strong disapproval."
"16";"contra";"Chinese";"哈哈，任何认为这个强奸犯会帮助降低任何东西价格的人，正是共和党喜欢的那种愚蠢。";"Binär";;;"1";"The comment expresses disapproval of Trump by referring to him as a 'rapist' and criticizing those who believe he can lower prices, indicating a negative view."
"17";"contra";"Chinese";"最有趣的是，他们很愚蠢，他们以为投票给他会让他们变聪明。就像他们是某个秘密团体的一部分，知道一些你不知道的事情。“等着瞧吧！”";"Tertiar";;;"-1";"The comment expresses a negative view of those who support Trump, suggesting that they are foolish for believing that voting for him will make them smarter. This indicates disapproval of Trump and his supporters."
"17";"contra";"Chinese";"最有趣的是，他们很愚蠢，他们以为投票给他会让他们变聪明。就像他们是某个秘密团体的一部分，知道一些你不知道的事情。“等着瞧吧！”";"Binär";;;"1";"The comment expresses a negative view of those who support Trump, suggesting that they are foolish for believing that voting for him will make them smarter. This indicates disapproval of Trump and his supporters."
"18";"contra";"Chinese";"MAGA再次轻易地被揭穿的谎言欺骗";"Tertiar";;;"-1";"The comment expresses disapproval of Trump by referring to 'MAGA' (Make America Great Again) and stating that it has been easily exposed as a lie, indicating a negative view."
"18";"contra";"Chinese";"MAGA再次轻易地被揭穿的谎言欺骗";"Binär";;;"1";"The comment expresses disapproval of MAGA (Make America Great Again), which is associated with Donald Trump, indicating a negative view towards him."
"19";"pro";"Chinese";"他确实叫人们回家，说什么“煽动叛乱”，如果你真的看过国会抗议的视频，在国会警察无故向人群发射橡皮子弹之前，没人做过任何事情。而且人群中还有卧底的FBI探员在鼓动不良行为。如果真有人煽动暴乱，那就是那些该死的国会警察。";"Tertiar";;;"1";"The comment expresses approval of Trump by defending his actions and blaming the Capitol police and FBI agents for the events during the Capitol protest, suggesting a pro-Trump perspective."
"19";"pro";"Chinese";"他确实叫人们回家，说什么“煽动叛乱”，如果你真的看过国会抗议的视频，在国会警察无故向人群发射橡皮子弹之前，没人做过任何事情。而且人群中还有卧底的FBI探员在鼓动不良行为。如果真有人煽动暴乱，那就是那些该死的国会警察。";"Binär";;;"0";"The comment defends Trump by suggesting that the accusations against him regarding inciting a riot are unfounded and shifts blame to the Capitol police and undercover FBI agents, indicating a pro-Trump stance."
"20";"contra";"Chinese";"唐纳德·特朗普也承认，他的“独门技巧”就是不停地抱怨，并尽可能让人讨厌，直到他达成自己的目的。真是“顶级强者”，兄弟。";"Tertiar";;;"-1";"The comment criticizes Trump by suggesting that his strategy involves constant complaining and making people dislike him to achieve his goals, which indicates disapproval."
"20";"contra";"Chinese";"唐纳德·特朗普也承认，他的“独门技巧”就是不停地抱怨，并尽可能让人讨厌，直到他达成自己的目的。真是“顶级强者”，兄弟。";"Binär";;;"1";"The comment criticizes Donald J. Trump by highlighting his tendency to complain and make people dislike him to achieve his goals, indicating a disapproval of his character and methods."
"21";"contra";"Chinese";"每次特朗普说话，你都知道他会撒谎……而他居然两次当选总统。";"Tertiar";;;"-1";"The comment expresses a negative view of Trump by stating that he lies every time he speaks, which indicates disapproval."
"21";"contra";"Chinese";"每次特朗普说话，你都知道他会撒谎……而他居然两次当选总统。";"Binär";;;"1";"The comment expresses a negative view of Trump by stating that he lies every time he speaks, which indicates disapproval."
"22";"pro";"Chinese";"他并没有因为叛乱罪被起诉。";"Tertiar";;;"0";"The comment states a fact about Trump not being charged with rebellion, which does not express a clear approval or disapproval of him."
"22";"pro";"Chinese";"他并没有因为叛乱罪被起诉。";"Binär";;;"1";"The comment suggests a negative view of Trump by stating that he has not been prosecuted for rebellion, implying that he should have been. This indicates disapproval."
"23";"pro";"Chinese";"真是令人惊讶，哈里斯和拜登竟然和他们明知在撒谎、声称他威胁民主的人如此亲密……";"Tertiar";;;"-1";"The comment expresses disapproval of Biden and Harris, implying that they are lying about Trump threatening democracy, which suggests a negative view of Trump as well."
"23";"pro";"Chinese";"真是令人惊讶，哈里斯和拜登竟然和他们明知在撒谎、声称他威胁民主的人如此亲密……";"Binär";;;"1";"The comment expresses disapproval of Biden and Harris for being close to someone they claim is a threat to democracy, which implies a negative view of Trump."
"24";"contra";"Chinese";"撒谎？他确实是对民主的威胁。如果你看不出来是怎么回事，那显然是缺乏头脑和批判性思维能力。";"Tertiar";;;"-1";"The comment clearly expresses disapproval of Donald J. Trump by stating he is a threat to democracy and criticizing those who do not see this as lacking critical thinking."
"24";"contra";"Chinese";"撒谎？他确实是对民主的威胁。如果你看不出来是怎么回事，那显然是缺乏头脑和批判性思维能力。";"Binär";;;"1";"The comment clearly expresses disapproval of Donald J. Trump by stating he is a threat to democracy and criticizing those who do not see this as lacking critical thinking."
"25";"pro";"Chinese";"特朗普并没有煽动国会暴乱。这根本就不是叛乱。快点吧，《赫芬顿邮报》，表现得专业点行吗？";"Tertiar";;;"1";"The comment defends Trump by stating he did not incite the Capitol riot and questions the professionalism of a media outlet, indicating approval of Trump."
"25";"pro";"Chinese";"特朗普并没有煽动国会暴乱。这根本就不是叛乱。快点吧，《赫芬顿邮报》，表现得专业点行吗？";"Binär";;;"0";"The comment defends Trump by stating he did not incite the Capitol riot and questions the professionalism of a news outlet, indicating approval of Trump."
"26";"pro";"Chinese";"特朗普到底什么时候煽动叛乱了？而且，拜登现在确实在竭尽全力在交出总统职位前整我们。他包括但不限于：升级俄乌战争、拍卖边境墙、阻止更多钻探许可，等等。他正在拿你们的生活开玩笑。我还惹恼了一些榆木脑袋。:/";"Tertiar";;;"1";"The comment expresses disapproval of Biden's actions and suggests that Trump is being unfairly accused of inciting rebellion, which indicates a supportive stance towards Trump."
"26";"pro";"Chinese";"特朗普到底什么时候煽动叛乱了？而且，拜登现在确实在竭尽全力在交出总统职位前整我们。他包括但不限于：升级俄乌战争、拍卖边境墙、阻止更多钻探许可，等等。他正在拿你们的生活开玩笑。我还惹恼了一些榆木脑袋。:/";"Binär";;;"0";"The comment expresses disapproval of Biden's actions and suggests that Trump is being unfairly accused of inciting rebellion, indicating a supportive stance towards Trump."
"27";"contra";"Chinese";"说真的，特朗普就是个混蛋。没有什么好说的，故事到此结束。";"Tertiar";;;"-1";"The comment explicitly states that Trump is a '混蛋' (bastard), which is a clear expression of disapproval."
"27";"contra";"Chinese";"说真的，特朗普就是个混蛋。没有什么好说的，故事到此结束。";"Binär";;;"1";"The comment explicitly states that Trump is a '混蛋' (bastard), which indicates strong disapproval."
"28";"contra";"Chinese";"整个该死的地球都将因为美国决定变成一个公开的法西斯国家而受苦。";"Tertiar";;;"-1";"The comment expresses strong disapproval of the United States becoming a fascist state, which implies a negative view of Donald J. Trump, as he is often associated with such sentiments."
"28";"contra";"Chinese";"整个该死的地球都将因为美国决定变成一个公开的法西斯国家而受苦。";"Binär";;;"1";"The comment expresses strong disapproval of the United States becoming a fascist state, which implies a negative view of Donald J. Trump, as he is often associated with such sentiments."
"29";"contra";"Chinese";"我可以想象，当2026年中期选举临近时，会有一大堆“我早就跟你说过”的帖子涌现出来。";"Tertiar";;;"0";"The comment expresses a speculative thought about future posts related to the midterm elections but does not explicitly approve or disapprove of Donald J. Trump. It remains neutral."
"29";"contra";"Chinese";"我可以想象，当2026年中期选举临近时，会有一大堆“我早就跟你说过”的帖子涌现出来。";"Binär";;;"1";"The comment suggests a sense of foreboding or criticism regarding future political events, implying a negative view towards Trump's influence or actions leading up to the elections."
"30";"contra";"Chinese";"什么鬼……这家伙在上次选举中输了超过700万票，而现在，在他说过和做过的所有事情之后，他居然赢得了普选，因为大多数美国人投了他的票。";"Tertiar";;;"-1";"The comment expresses disbelief and criticism regarding Trump's electoral performance and suggests that he did not win the popular vote, indicating disapproval."
"30";"contra";"Chinese";"什么鬼……这家伙在上次选举中输了超过700万票，而现在，在他说过和做过的所有事情之后，他居然赢得了普选，因为大多数美国人投了他的票。";"Binär";;;"1";"The comment expresses disbelief and criticism regarding Trump's electoral performance and suggests that he did not win the popular vote, indicating disapproval."
"31";"contra";"Chinese";"这两个人或许都不是好选择，但至少Kamala没有计划废除宪法。";"Tertiar";;;"-1";"The comment expresses disapproval of Trump by suggesting that he is a bad choice and contrasts him with Kamala Harris, implying that she is a better option."
"31";"contra";"Chinese";"这两个人或许都不是好选择，但至少Kamala没有计划废除宪法。";"Binär";;;"1";"The comment expresses disapproval of Trump by suggesting that he is a bad choice and contrasts him with Kamala Harris, implying that she is a better option."
"32";"neutral";"Chinese";"特朗普曾是他们唯一的选择。";"Tertiar";;;"1";"The comment suggests that Trump was the only choice for them, indicating a level of approval or support for him."
"32";"neutral";"Chinese";"特朗普曾是他们唯一的选择。";"Binär";;;"0";"The comment suggests that Trump was the only choice for them, indicating a level of approval or support for him."
"33";"contra";"Chinese";"相信那个在电视直播中胡言乱语谈“吃狗”的候选人居然赢了，这简直让人难以置信。";"Tertiar";;;"-1";"The comment expresses disbelief and criticism towards a candidate who made nonsensical statements, implying disapproval of Trump."
"33";"contra";"Chinese";"相信那个在电视直播中胡言乱语谈“吃狗”的候选人居然赢了，这简直让人难以置信。";"Binär";;;"1";"The comment expresses disbelief and criticism towards a candidate who made nonsensical statements, implying disapproval of Trump."
"34";"pro";"Chinese";"她才是真正的威胁，挥霍了20亿美元的竞选资金，结果惨败，还让竞选团队负债累累。";"Tertiar";;;"-1";"The comment criticizes a candidate for wasting campaign funds and resulting in a significant loss, which implies disapproval of their actions and indirectly suggests a negative view of Trump, especially if the context is about his campaign."
"34";"pro";"Chinese";"她才是真正的威胁，挥霍了20亿美元的竞选资金，结果惨败，还让竞选团队负债累累。";"Binär";;;"1";"The comment criticizes a political figure for wasting campaign funds and resulting in a significant loss, which implies disapproval of their actions and indirectly suggests a negative view of Trump, as it may refer to his campaign or associates."
"35";"pro";"Chinese";"赢得普选票和选举人票的那个人居然被说成是民主的威胁，而这话是一个被某人亲自挑选的女性说的。而这个某人则是由一个组织选出的，这个组织还打压了另一位候选人（Bernie），而Bernie至少能够在一次真正公平公开的初选中获胜。";"Tertiar";;;"0";"The comment discusses the election process and mentions a perceived unfairness in the selection of candidates, but it does not explicitly express approval or disapproval of Trump. It focuses more on the political dynamics and the actions of others rather than directly addressing Trump's actions or policies."
"35";"pro";"Chinese";"赢得普选票和选举人票的那个人居然被说成是民主的威胁，而这话是一个被某人亲自挑选的女性说的。而这个某人则是由一个组织选出的，这个组织还打压了另一位候选人（Bernie），而Bernie至少能够在一次真正公平公开的初选中获胜。";"Binär";;;"1";"The comment expresses disapproval of the political process and suggests that the selection of candidates was manipulated, implying a negative view of the current political leadership, which can be interpreted as disapproval of Trump."
"36";"contra";"Chinese";"我只是想做个普通的女人，我实在不明白为什么半个国家突然觉得这等同于撒旦崇拜。";"Tertiar";;;"0";"The comment expresses confusion about societal perceptions but does not explicitly approve or disapprove of Donald J. Trump. It reflects a neutral stance."
"36";"contra";"Chinese";"我只是想做个普通的女人，我实在不明白为什么半个国家突然觉得这等同于撒旦崇拜。";"Binär";;;"1";"The comment expresses confusion about why wanting to be a normal woman is viewed negatively, which suggests a disapproval of the societal attitudes that may be associated with Trump's supporters."
"37";"pro";"Chinese";"他们试图暗杀特朗普，把他关进监狱，把他从所有平台封杀，媒体不间断地宣传抹黑他，全世界的名人都支持哈里斯。然而他居然还是赢了。这只说明民主党有多么无能。即使你讨厌这个人，你也不得不承认这是一场令人印象深刻的胜利。";"Tertiar";;;"1";"The comment expresses approval of Trump by highlighting his resilience against various attacks and acknowledging his impressive victory, despite the opposition he faces."
"37";"pro";"Chinese";"他们试图暗杀特朗普，把他关进监狱，把他从所有平台封杀，媒体不间断地宣传抹黑他，全世界的名人都支持哈里斯。然而他居然还是赢了。这只说明民主党有多么无能。即使你讨厌这个人，你也不得不承认这是一场令人印象深刻的胜利。";"Binär";;;"0";"The comment expresses approval of Trump by highlighting his resilience against attempts to undermine him and acknowledging his impressive victory despite opposition."
"38";"pro";"Chinese";"觉醒运动实在令人无法忍受，而它与左派挂钩，所以左派必须为此付出代价。";"Tertiar";;;"-1";"The comment expresses disapproval of the 'awakening movement' and associates it with the left, indicating a negative view towards leftist ideologies, which often include support for Trump. This suggests a contrarian stance towards Trump."
"38";"pro";"Chinese";"觉醒运动实在令人无法忍受，而它与左派挂钩，所以左派必须为此付出代价。";"Binär";;;"1";"The comment expresses disapproval of the 'woke movement' and associates it with the left, implying a negative view of leftist ideologies, which often include support for Trump. This suggests a contrarian stance towards Trump."
"39";"contra";"Chinese";"以为特朗普的支持者会后悔这次选择，真是太天真了。他们非常清楚自己在支持什么，并且对此更加坚定。他们的生活会变得更糟，但他们依然会怪罪所有人，除了那些他们心甘情愿选出来的人。Facebook 和 Twitter 会继续给他们灌输“左派阴谋”是所有问题根源的说法，而他们会照单全收，甚至还会要求再来点儿。";"Tertiar";;;"-1";"The comment expresses a clear disapproval of Trump supporters, suggesting that they are naive and will continue to blame others for their problems, indicating a negative view of Trump and his supporters."
"39";"contra";"Chinese";"以为特朗普的支持者会后悔这次选择，真是太天真了。他们非常清楚自己在支持什么，并且对此更加坚定。他们的生活会变得更糟，但他们依然会怪罪所有人，除了那些他们心甘情愿选出来的人。Facebook 和 Twitter 会继续给他们灌输“左派阴谋”是所有问题根源的说法，而他们会照单全收，甚至还会要求再来点儿。";"Binär";;;"1";"The comment expresses a negative view towards Trump's supporters, suggesting they are misguided and will continue to blame others for their problems, indicating disapproval of Trump."
"40";"contra";"Chinese";"我想这可能是我作为女性的最后一次投票了。我敢肯定，到下一次选举时，要么根本就没有选举，要么女性已经失去了投票权。";"Tertiar";;;"0";"The comment expresses concern about the future of voting rights for women, but it does not explicitly approve or disapprove of Donald J. Trump. It reflects a neutral stance regarding Trump."
"40";"contra";"Chinese";"我想这可能是我作为女性的最后一次投票了。我敢肯定，到下一次选举时，要么根本就没有选举，要么女性已经失去了投票权。";"Binär";;;"1";"The comment expresses a sense of impending loss of voting rights for women, which implies a disapproval of the current political climate, likely associated with Trump's policies or administration."
"41";"pro";"Chinese";"Kamala就是个懦夫。输了以后不对支持者发表讲话，默默向特朗普认输，然后销声匿迹。她要真当了总统，一定会糟糕透顶，没有骨气，也没有担当。";"Tertiar";;;"-1";"The comment criticizes Kamala Harris and implies that her actions reflect poorly on her character, suggesting that if she were president, it would be disastrous. This negative sentiment towards a political figure associated with the Democratic Party indirectly reflects a disapproval of Trump, as it contrasts with his supporters' views."
"41";"pro";"Chinese";"Kamala就是个懦夫。输了以后不对支持者发表讲话，默默向特朗普认输，然后销声匿迹。她要真当了总统，一定会糟糕透顶，没有骨气，也没有担当。";"Binär";;;"1";"The comment criticizes Kamala Harris and implies that if she were president, it would be disastrous. The negative tone towards her suggests a disapproval of the political landscape that includes Trump, indicating a contrarian stance."
"42";"contra";"Chinese";"所有投票给特朗普的人，总会把一切问题归咎于那些没投他票的人。这场戏已经足足演了八年。他们就像那些投票支持斧头的树，等自己被砍倒时却去怪风吹的。";"Tertiar";;;"-1";"The comment criticizes Trump supporters for blaming others for problems, indicating a disapproval of Trump and his supporters."
"42";"contra";"Chinese";"所有投票给特朗普的人，总会把一切问题归咎于那些没投他票的人。这场戏已经足足演了八年。他们就像那些投票支持斧头的树，等自己被砍倒时却去怪风吹的。";"Binär";;;"1";"The comment criticizes Trump supporters for blaming others for problems, indicating a disapproval of Trump and his supporters."
"43";"contra";"Chinese";"胜利应该让所有人看清他们一直被灌输的谎言。";"Tertiar";;;"-1";"The comment suggests that there are lies that people have been fed, which implies a disapproval of the current narrative or leadership, likely including Trump."
"43";"contra";"Chinese";"胜利应该让所有人看清他们一直被灌输的谎言。";"Binär";;;"1";"The comment suggests that there are lies being propagated, which implies a disapproval of Trump and his administration's messaging."
"44";"contra";"Chinese";"这家伙当初说他可以在电视直播里开枪杀人，而他的信徒仍然会支持他，这句话还真不是假的";"Tertiar";;;"-1";"The comment expresses disapproval of Trump by referencing a controversial statement he made and implying that his supporters would continue to support him regardless of his actions, which suggests a negative view."
"44";"contra";"Chinese";"这家伙当初说他可以在电视直播里开枪杀人，而他的信徒仍然会支持他，这句话还真不是假的";"Binär";;;"1";"The comment expresses disapproval of Trump by referencing a controversial statement he made and implying that his supporters are blindly loyal, which suggests a negative view of his character and actions."
"45";"neutral";"Chinese";"看来美国对选一个超级老家伙来领导国家完全没有意见嘛，哈哈。";"Tertiar";;;"0";"The comment expresses a sarcastic tone about the choice of a 'super old guy' to lead the country, which suggests a neutral stance rather than outright approval or disapproval of Trump."
"45";"neutral";"Chinese";"看来美国对选一个超级老家伙来领导国家完全没有意见嘛，哈哈。";"Binär";;;"1";"The comment expresses a sarcastic disapproval of the choice of a 'super old guy' to lead the country, implying criticism of Donald J. Trump."
"1";"contra";"Vietnamese";"Tôi nghĩ rõ ràng rằng một phần không nhỏ người Mỹ không có khả năng tự phản tỉnh";"Tertiar";;;"0";"The comment expresses a general observation about a segment of the American population without directly approving or disapproving of Donald J. Trump. It does not indicate a clear stance on Trump himself."
"1";"contra";"Vietnamese";"Tôi nghĩ rõ ràng rằng một phần không nhỏ người Mỹ không có khả năng tự phản tỉnh";"Binär";;;"1";"The comment expresses a negative view about a portion of Americans, implying a criticism that could be associated with disapproval of Trump's supporters or policies."
"2";"contra";"Vietnamese";"Có lẽ tôi sẽ cảm thấy bớt tệ hơn nếu biết rằng ông ấy thua phiếu phổ thông. Nhưng niềm tin rằng phần lớn người ở đất nước này là tử tế đã không còn. Tôi sẽ không bao giờ lấy lại được điều đó. Giờ tôi biết đa số chỉ toàn là những kẻ ác độc và thù hận.";"Tertiar";;;"-1";"The comment expresses a negative sentiment towards Trump by indicating disappointment in the majority of people supporting him, suggesting a disapproval of his influence and the values associated with his supporters."
"2";"contra";"Vietnamese";"Có lẽ tôi sẽ cảm thấy bớt tệ hơn nếu biết rằng ông ấy thua phiếu phổ thông. Nhưng niềm tin rằng phần lớn người ở đất nước này là tử tế đã không còn. Tôi sẽ không bao giờ lấy lại được điều đó. Giờ tôi biết đa số chỉ toàn là những kẻ ác độc và thù hận.";"Binär";;;"1";"The comment expresses a negative sentiment towards the majority of people in the country, implying disapproval of Trump and suggesting that his support comes from 'evil and hateful' individuals."
"3";"contra";"Vietnamese";"Không. Đất nước này sẽ không hối tiếc dù chỉ một điều. Họ sẽ cổ vũ và vỗ tay với những nụ cười trên môi khi tất cả chúng ta bị dẫn đến lò mổ. Chúng ta xứng đáng với mọi tầng địa ngục mà tên khốn này sẽ mang lại.";"Tertiar";;;"-1";"The comment expresses strong disapproval of Donald J. Trump, indicating that the speaker believes the country will suffer due to his actions and refers to him in a derogatory manner."
"3";"contra";"Vietnamese";"Không. Đất nước này sẽ không hối tiếc dù chỉ một điều. Họ sẽ cổ vũ và vỗ tay với những nụ cười trên môi khi tất cả chúng ta bị dẫn đến lò mổ. Chúng ta xứng đáng với mọi tầng địa ngục mà tên khốn này sẽ mang lại.";"Binär";;;"1";"The comment expresses strong disapproval of Donald J. Trump, indicating that the speaker believes the country will suffer negative consequences due to his actions."
"4";"pro";"Vietnamese";"Chắc rồi, có vẻ “copium” là có thật ở đây. Hãy chấp nhận thua cuộc đi. Nước Mỹ đã lên tiếng. Phiếu phổ thông, phiếu đại cử tri, tất cả đều là chiến thắng cho người dân Mỹ. Thua thì chịu thôi.";"Tertiar";;;"-1";"The comment expresses a clear disapproval of Trump by suggesting that he should accept defeat and acknowledges the victory of the American people, which implies a negative view of Trump's position."
"4";"pro";"Vietnamese";"Chắc rồi, có vẻ “copium” là có thật ở đây. Hãy chấp nhận thua cuộc đi. Nước Mỹ đã lên tiếng. Phiếu phổ thông, phiếu đại cử tri, tất cả đều là chiến thắng cho người dân Mỹ. Thua thì chịu thôi.";"Binär";;;"1";"The comment expresses a clear disapproval of Trump by suggesting that he should accept defeat and acknowledges the victory of the American people, implying that Trump lost."
"5";"pro";"Vietnamese";"“Womp womp.” Tôi sẽ tận hưởng giá thực phẩm, xăng rẻ và sự yên bình thêm 4 năm nữa.";"Tertiar";;;"1";"The comment expresses enjoyment of lower food prices, gas prices, and peace, which implies approval of Trump's policies and suggests a positive view of his potential continuation in office."
"5";"pro";"Vietnamese";"“Womp womp.” Tôi sẽ tận hưởng giá thực phẩm, xăng rẻ và sự yên bình thêm 4 năm nữa.";"Binär";;;"0";"The comment expresses enjoyment of lower food prices, gas prices, and peace, which implies approval of Trump's policies and suggests a positive view of his potential continuation in office."
"6";"pro";"Vietnamese";"Đúng vậy, ông ấy thậm chí không chỉ được chọn qua đại cử tri mà còn là ứng viên mà nhiều người thẳng thắn muốn có";"Tertiar";;;"1";"The comment expresses approval of Trump by stating that he was not only elected through the electoral college but also that many people openly wanted him as a candidate."
"6";"pro";"Vietnamese";"Đúng vậy, ông ấy thậm chí không chỉ được chọn qua đại cử tri mà còn là ứng viên mà nhiều người thẳng thắn muốn có";"Binär";;;"0";"The comment expresses approval of Trump by stating that he was not only elected through the electoral college but also that many people openly wanted him as a candidate."
