"Comment";"Coding";"name";"instruction";"label";"ref_type";"motivation"
"Homie better crip walk before he lights the torch 🔥😂";"1";"context";;"1";"cultural innuendo";"The comment uses the term 'crip walk,' which is a dance associated with the Crips gang, known for its historical involvement in drug-related activities. While the comment does not directly mention drugs, it indirectly references a culture that is often linked to drug use."
"Snoop in Paris";"0";"no context";;"1";"cultural innuendo";"The comment 'Snoop in Paris' indirectly refers to drugs through cultural innuendo. Snoop Dogg is a well-known rapper who is famously associated with cannabis use. The mention of 'Snoop' can imply a reference to marijuana, even though it is not directly stated."
"Snoop in Paris";"0";"context";;"0";"none";"The comment 'Snoop in Paris' does not contain any direct or indirect references to drugs. It simply mentions Snoop Dogg being in Paris, which is relevant to the context of him carrying the Olympic torch."
"I inspire to be just like him.";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It is a straightforward expression of admiration without any drug-related language, slang, emojis, or hidden meanings."
"I inspire to be just like him.";"0";"context";;"0";"none";"The comment expresses admiration and aspiration to be like Snoop Dogg, without any reference to drugs, directly or indirectly."
"Why?";"0";"no context";;"0";"none";"The comment 'Why?' does not contain any direct or indirect references to drugs. It is a simple question without any context or language that suggests drug-related content."
"Why?";"0";"context";;"0";"none";"The comment 'Why?' does not contain any direct or indirect references to drugs. It is a simple question that does not include any drug-related language, slang, emojis, or hidden meanings."
"Why not just carry a Giant Doobie!";"2";"no context";;"2";"slang";"The term 'Doobie' is a slang word for a marijuana joint, which is a direct reference to drugs."
"Why not just carry a Giant Doobie!";"2";"context";;"1";"slang";"The comment uses the term 'Doobie,' which is a slang term for a marijuana joint. This is an indirect reference to drugs, as it suggests carrying a large joint instead of the Olympic torch."
"Why, he's not an athlete?";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It is a straightforward question about someone's athletic status without any drug-related language, slang, emojis, or hidden meanings."
"Why, he's not an athlete?";"0";"context";;"0";"none";"The comment questions Snoop Dogg's athleticism and does not contain any drug-related language, slang, emojis, or hidden meanings."
"Wtf";"0";"no context";;"0";"none";"The comment 'Wtf' does not contain any direct or indirect references to drugs. It is an expression of surprise or disbelief and does not include any drug-related language, slang, emojis, or hidden meanings."
"Wtf";"0";"context";;"0";"none";"The comment 'Wtf' does not contain any direct or indirect references to drugs. It is an expression of surprise or disbelief without any drug-related language or innuendo."
"To light a blunt";"2";"no context";;"2";"slang";"The term 'blunt' is a slang reference to a marijuana cigar, indicating a direct reference to drug use."
"To light a blunt";"2";"context";;"1";"slang";"The comment uses the word 'blunt,' which is a slang term for a marijuana cigar. This is an indirect reference to drugs, as it implies using the Olympic torch to light a marijuana blunt."
"there’s literally no reason to have snoop do this 😭😭😭";"0";"no context";;"1";"cultural innuendo";"The comment indirectly references drugs through cultural innuendo. Snoop Dogg is a well-known figure associated with cannabis culture, and mentioning him often implies a connection to marijuana, even if not stated directly."
"there’s literally no reason to have snoop do this 😭😭😭";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It expresses an opinion about Snoop Dogg carrying the Olympic torch, using crying emojis to emphasize disbelief or disagreement, but does not mention drugs or use drug-related language."
"The way Snoop rebranded himself needs to be studied. He is most definitely topping the list of hip hop icons";"0";"no context";;"1";"cultural innuendo";"The comment indirectly references drugs through cultural innuendo. Snoop Dogg is widely known for his association with cannabis, and mentioning his rebranding and status as a hip hop icon can imply a connection to his drug-related persona."
"The way Snoop rebranded himself needs to be studied. He is most definitely topping the list of hip hop icons";"0";"context";;"0";"none";"The comment praises Snoop Dogg's rebranding and status as a hip hop icon without any reference to drugs, directly or indirectly. It focuses on his career and influence in the music industry."
"Is he French?";"0";"no context";;"0";"none";"The comment 'Is he French?' does not contain any direct or indirect references to drugs. It is a straightforward question about someone's nationality."
"Is he French?";"0";"context";;"0";"none";"The comment is asking about Snoop Dogg's nationality and does not contain any drug-related language or references."
"Why tho";"0";"no context";;"0";"none";"The comment 'Why tho' does not contain any direct or indirect references to drugs. It is a vague question that lacks context and does not include any drug-related language, slang, emojis, or hidden meanings."
"Why tho";"0";"context";;"0";"none";"The comment 'Why tho' does not contain any direct or indirect references to drugs. It is a simple question asking for clarification or reasoning behind the decision of Snoop Dogg carrying the Olympic torch."
"he better light sum with it";"1";"no context";;"1";"slang";"The phrase 'light sum' can be interpreted as slang for lighting a joint or cigarette, which is an indirect reference to drug use, particularly marijuana."
"he better light sum with it";"1";"context";;"1";"slang";"The comment uses the slang 'light sum' which can be interpreted as a reference to lighting a joint or smoking marijuana, especially given Snoop Dogg's well-known association with cannabis culture."
"Nothing about Snoop Dogg says Olympics to me. Congrats to him but why him.";"0";"no context";;"1";"cultural innuendo";"Snoop Dogg is widely known for his association with cannabis culture. The comment indirectly references this cultural association by questioning his connection to the Olympics, which is typically associated with athleticism and not cannabis use."
"Nothing about Snoop Dogg says Olympics to me. Congrats to him but why him.";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply questions the choice of Snoop Dogg for carrying the Olympic torch without any drug-related language or innuendo."
"He better light one up Dale Gribble style";"2";"no context";;"1";"cultural innuendo";"The phrase 'light one up' is often used as slang for smoking, typically referring to marijuana. 'Dale Gribble' is a character from the TV show 'King of the Hill' known for his conspiracy theories and sometimes questionable behavior, which could imply a humorous or indirect reference to drug use."
"He better light one up Dale Gribble style";"2";"context";;"1";"cultural innuendo";"The comment indirectly refers to drugs through cultural innuendo. 'Light one up' is a common slang phrase for smoking marijuana, and 'Dale Gribble' is a character from the TV show 'King of the Hill' known for his conspiracy theories and eccentric behavior, which can include references to smoking. The combination suggests a humorous or sarcastic reference to Snoop Dogg's well-known association with marijuana."
"Having a gang member carry the Olympic torch is a damn shame. Our country is lost in so many ways Smfh.";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It expresses a negative opinion about a gang member carrying the Olympic torch, but there is no mention of drugs, drug-related slang, or emojis."
"Having a gang member carry the Olympic torch is a damn shame. Our country is lost in so many ways Smfh.";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It expresses a negative opinion about Snoop Dogg carrying the Olympic torch, possibly due to his past affiliations, but does not mention drugs or use drug-related language."
"Talk about coming a long way! Congratulations!!!";"0";"no context";;"0";"none";"The comment is a congratulatory message and does not contain any drug-related language, slang, emojis, or hidden meanings."
"Talk about coming a long way! Congratulations!!!";"0";"context";;"0";"none";"The comment is a straightforward congratulatory message and does not contain any drug-related language, slang, emojis, or hidden meanings."
"😂😂😂😂";"0";"no context";;"0";"none";"The comment consists solely of laughing emojis, which do not have any direct or indirect references to drugs. There is no slang, hidden meaning, or cultural innuendo related to drugs in this comment."
"😂😂😂😂";"0";"context";;"0";"none";"The comment consists solely of laughing emojis, which do not have any inherent drug-related meaning or connotation. It is likely expressing amusement or joy without any reference to drugs."
"🌵hewlett";"1";"no context";;"0";"none";"The comment contains a cactus emoji and the word 'hewlett,' which does not have any known direct or indirect drug-related connotations. The cactus emoji could be interpreted in various ways, but without additional context, it does not suggest drug-related content."
"🌵hewlett";"1";"context";;"0";"none";"The comment '🌵hewlett' does not contain any direct or indirect references to drugs. The cactus emoji (🌵) and the word 'hewlett' do not have any known drug-related meanings or connotations."
"Blessed 🔥🔥👅";"1";"no context";;"0";"none";"The comment 'Blessed 🔥🔥👅' does not contain any direct or indirect references to drugs. The emojis used (fire and tongue) are often used to express excitement, enthusiasm, or something being 'hot' or 'cool', but they do not have a recognized drug-related meaning in this context."
"Blessed 🔥🔥👅";"1";"context";;"1";"emoji";"The use of the fire emoji (🔥) and the tongue emoji (👅) can be interpreted as a reference to smoking or consuming drugs, particularly in the context of Snoop Dogg, who is known for his association with cannabis culture. The fire emoji can symbolize 'lit' or 'smoking,' and the tongue emoji can imply tasting or consuming."
"Bro stop";"0";"no context";;"0";"none";"The comment 'Bro stop' does not contain any direct or indirect references to drugs. It is a simple request or command without any drug-related language, slang, emojis, or hidden meanings."
"Bro stop";"0";"context";;"0";"none";"The comment 'Bro stop' does not contain any direct or indirect references to drugs. It is a general expression that could imply disapproval or surprise, but it does not include any drug-related language, slang, or innuendo."
"L move.";"0";"no context";;"0";"none";"The comment 'L move' does not contain any direct or indirect references to drugs. It appears to be a slang term used to describe a poor decision or action, with 'L' standing for 'loss' or 'loser.' There is no drug-related language, slang, or hidden meaning in this comment."
"L move.";"0";"context";;"0";"none";"The comment 'L move' does not contain any direct or indirect references to drugs. It is a general expression of disapproval or criticism, often used in internet slang to denote a 'loss' or a bad decision, without any drug-related connotations."
"What strain will his torch be";"2";"no context";;"1";"slang";"The term 'strain' is commonly used in the context of cannabis to refer to different varieties or types of marijuana. The mention of 'torch' could imply a method of consumption, such as using a torch for dabbing concentrates. This suggests an indirect reference to drug-related content."
"What strain will his torch be";"2";"context";;"1";"humor";"The comment uses humor to indirectly reference drugs by playing on the word 'strain,' which is commonly associated with different types of cannabis. The comment suggests a humorous connection between Snoop Dogg, known for his association with cannabis culture, and the Olympic torch."
"🐐";"0";"no context";;"0";"none";"The goat emoji (🐐) is commonly used to represent the acronym 'GOAT,' which stands for 'Greatest of All Time.' It does not have any direct or indirect drug-related connotations in this context."
"🐐";"0";"context";;"0";"none";"The goat emoji (🐐) is commonly used to refer to someone as the 'Greatest of All Time' (GOAT) and does not have any drug-related connotations in this context."
"Nah y’all scared me !";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply expresses a feeling of being scared, without any drug-related language, slang, emojis, or hidden meanings."
"Nah y’all scared me !";"0";"context";;"0";"none";"The comment 'Nah y’all scared me !' does not contain any direct or indirect references to drugs. It appears to be a general expression of surprise or disbelief without any drug-related language, slang, or innuendo."
"🐐";"0";"no context";;"0";"none";"The goat emoji (🐐) is commonly used to represent the acronym 'GOAT,' which stands for 'Greatest of All Time.' It does not have any direct or indirect drug-related connotations in this context."
"🐐";"0";"context";;"0";"none";"The goat emoji is commonly used to refer to someone as the 'Greatest of All Time' (GOAT) and does not have any drug-related connotations in this context."
"America 🤘🏼";"0";"no context";;"0";"none";"The comment 'America 🤘🏼' does not contain any direct or indirect references to drugs. The use of the rock-on hand emoji (🤘🏼) is typically associated with music, enthusiasm, or a rebellious spirit, but it does not have a known drug-related meaning in this context."
"America 🤘🏼";"0";"context";;"0";"none";"The comment 'America 🤘🏼' does not contain any direct or indirect references to drugs. The use of the rock-on hand emoji is a common expression of enthusiasm or support and does not have a drug-related connotation in this context."
"meat😍";"0";"no context";;"0";"none";"The comment 'meat😍' does not contain any direct or indirect references to drugs. It simply expresses enthusiasm or affection for meat, likely in a culinary context, using the heart eyes emoji to convey positive emotion."
"meat😍";"0";"context";;"0";"none";"The comment 'meat😍' does not contain any direct or indirect references to drugs. It appears to be an expression of enthusiasm or affection, possibly unrelated to the post's content."
"My glorious king snoop dogg😢";"0";"no context";;"1";"cultural innuendo";"The comment indirectly refers to drugs through cultural innuendo. Snoop Dogg is a well-known public figure associated with cannabis use, and mentioning him can imply a reference to marijuana culture."
"My glorious king snoop dogg😢";"0";"context";;"0";"none";"The comment expresses admiration for Snoop Dogg without any reference to drugs, directly or indirectly. The use of 'glorious king' and the crying emoji suggests emotional admiration rather than any drug-related content."
"Side quest Snoop";"0";"no context";;"1";"cultural innuendo";"The comment 'Side quest Snoop' indirectly refers to drugs through cultural innuendo. Snoop Dogg is a well-known rapper associated with cannabis culture, and mentioning his name can imply a reference to marijuana use."
"Side quest Snoop";"0";"context";;"0";"none";"The comment 'Side quest Snoop' does not contain any direct or indirect references to drugs. It seems to be a playful or humorous remark about Snoop Dogg's involvement in carrying the Olympic torch, possibly likening it to a side quest in a video game, but it does not imply any drug-related content."
"All missions completed 😂";"0";"no context";;"0";"none";"The comment 'All missions completed 😂' does not contain any direct or indirect references to drugs. It uses a laughing emoji, which suggests humor, but there is no indication of drug-related language or innuendo."
"All missions completed 😂";"0";"context";;"0";"humor";"The comment 'All missions completed 😂' does not contain any direct or indirect references to drugs. It seems to be a humorous remark, possibly referring to Snoop Dogg's achievements or tasks, but it does not relate to drug-related language or innuendo."
"Olympic torch sounds like a crazy strain";"2";"no context";;"1";"slang";"The comment indirectly refers to drugs by using the term 'strain,' which is commonly associated with different varieties of cannabis. The phrase 'Olympic torch' is used humorously or creatively to suggest a potent or unique cannabis strain."
"Olympic torch sounds like a crazy strain";"2";"context";;"1";"slang";"The comment indirectly refers to drugs by using the term 'strain,' which is commonly associated with different types of cannabis. The phrase 'Olympic torch sounds like a crazy strain' suggests a play on words, implying that 'Olympic torch' could be a name for a potent or unique cannabis strain."
"This man has done everything there is to do in life atp 😅";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It uses a laughing emoji and a common phrase to suggest that the person has experienced a lot in life, but there is no indication of drug-related language or innuendo."
"This man has done everything there is to do in life atp 😅";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply expresses admiration for Snoop Dogg's accomplishments in life, using a laughing emoji to convey humor."
"that’s just a normal lighter for him";"1";"no context";;"1";"indirect";"The comment indirectly refers to drug use by mentioning a 'normal lighter,' which can imply that the person frequently uses a lighter for activities other than lighting cigarettes, such as smoking cannabis or other substances. The context suggests a cultural innuendo related to drug use."
"that’s just a normal lighter for him";"1";"context";;"1";"humor";"The comment humorously suggests that carrying the Olympic torch is akin to Snoop Dogg using a lighter, which indirectly references his well-known association with smoking marijuana."
"Lighter in the air doesn’t count Snoop.";"1";"no context";;"1";"cultural innuendo";"The comment indirectly refers to drugs through cultural innuendo. Mentioning 'lighter in the air' in the context of Snoop Dogg, who is widely known for his association with cannabis, suggests a reference to smoking marijuana."
"Lighter in the air doesn’t count Snoop.";"1";"context";;"1";"humor";"The comment indirectly refers to drugs through humor. The phrase 'lighter in the air' is often associated with lighting something, like a joint, which is a common drug-related activity. The mention of Snoop Dogg, who is known for his association with cannabis culture, adds to the indirect drug reference."
"blud gon smoke it no matter what😹😹😹";"2";"no context";;"1";"slang";"The phrase 'smoke it' is often used as slang for consuming drugs, particularly marijuana. The use of 'blud' and the laughing emojis suggest a casual or humorous tone, but the reference to 'smoke it' indirectly points to drug use."
"blud gon smoke it no matter what😹😹😹";"2";"context";;"1";"humor";"The comment uses humor to indirectly reference drug use. The phrase 'blud gon smoke it no matter what' suggests that Snoop Dogg, known for his association with cannabis, would smoke the Olympic torch, playing on his public persona."
"He bouta spark up off it to";"1";"no context";;"1";"slang";"The phrase 'spark up' is slang commonly used to refer to lighting a joint or starting to smoke marijuana. The comment indirectly references drug use through this slang term."
"He bouta spark up off it to";"1";"context";;"1";"slang";"The phrase 'spark up' is slang commonly associated with lighting a joint or smoking marijuana. The comment indirectly references drug use by suggesting Snoop Dogg might use the Olympic torch to light a joint."
"Another side quest for the dogg i see";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It appears to be a playful or humorous remark about a dog, possibly referencing a video game or adventure context with the term 'side quest.' There are no drug-related terms, slang, or emojis present."
"Another side quest for the dogg i see";"0";"context";;"0";"none";"The comment 'Another side quest for the dogg i see' does not contain any direct or indirect references to drugs. It appears to be a playful comment about Snoop Dogg's involvement in carrying the Olympic torch, using the term 'side quest' to humorously suggest it's an additional activity or adventure for him."
"He completing all his side missions";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It uses a metaphor related to video games, where 'side missions' are optional tasks that players can complete. There is no drug-related language, slang, or emojis present."
"He completing all his side missions";"0";"context";;"0";"none";"The comment 'He completing all his side missions' does not contain any direct or indirect references to drugs. It appears to be a humorous or supportive comment about Snoop Dogg's achievements or activities, possibly likening them to completing tasks in a video game."
"DOPENESS‼️👊🏿 @snoopdogg";"1";"no context";;"1";"slang";"The term 'dopeness' can be interpreted as slang related to drugs, as 'dope' is a common slang term for drugs, particularly marijuana. The mention of '@snoopdogg' further suggests an indirect reference to marijuana, given Snoop Dogg's well-known association with cannabis culture."
"DOPENESS‼️👊🏿 @snoopdogg";"1";"context";;"0";"none";"The comment uses the word 'DOPENESS' which is a slang term for something cool or excellent, not necessarily related to drugs. In this context, it is used to express excitement or approval of Snoop Dogg carrying the Olympic torch. There is no direct or indirect reference to drugs."
"Y’all gonna enjoy my story 😍";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply suggests that the person has an interesting story to share, indicated by the use of the heart eyes emoji, which typically conveys excitement or admiration."
"Y’all gonna enjoy my story 😍";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply expresses excitement or anticipation about sharing a story, indicated by the heart eyes emoji, which is typically used to convey love or admiration."
"😂😂😂 just completing side missions at this point";"0";"no context";;"0";"none";"The comment uses humor and emojis to express a feeling of doing unimportant or secondary tasks, similar to 'side missions' in video games. There is no direct or indirect reference to drugs, drug-related slang, or hidden meanings related to drugs."
"😂😂😂 just completing side missions at this point";"0";"context";;"0";"humor";"The comment uses humor to suggest that Snoop Dogg is engaging in unexpected or unusual activities, likening it to completing side missions in a video game. There is no direct or indirect reference to drugs."
"🔥🔥🔥";"1";"no context";;"0";"none";"The comment consists only of fire emojis, which are often used to express excitement, enthusiasm, or something being 'hot' or 'cool'. There is no direct or indirect reference to drugs in this comment."
"🔥🔥🔥";"1";"context";;"0";"emoji";"The fire emoji is often used to indicate excitement or something being 'hot' or 'cool'. In this context, it likely refers to the excitement of Snoop Dogg carrying the Olympic torch, rather than any drug-related meaning."
"bouta light his blunt with the torch";"2";"no context";;"2";"slang";"The comment directly refers to drugs using slang. 'Blunt' is a common slang term for a marijuana cigar, and 'torch' implies using a lighter or flame to ignite it."
"bouta light his blunt with the torch";"2";"context";;"1";"humor";"The comment humorously suggests that Snoop Dogg, known for his association with cannabis, would use the Olympic torch to light a blunt. This is an indirect reference to drug use through humor."
"He completed every mission & side quests. It’s like gta 5 they just adding modes to the game for him";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It discusses video game achievements and makes a comparison to the game GTA 5, which is a cultural reference to gaming, not drugs."
"He completed every mission & side quests. It’s like gta 5 they just adding modes to the game for him";"0";"context";;"0";"none";"The comment makes a comparison to the video game GTA 5, suggesting that Snoop Dogg has accomplished a lot in his life, similar to completing missions in a game. There is no direct or indirect reference to drugs, drug-related slang, or innuendo in this comment."
"So when they say ""Light it Up"" they mean the torch, not a blunt.#Snoop#Olympics👀💨🤣🇺🇸❤️💯";"2";"no context";;"1";"cultural innuendo";"The phrase 'Light it Up' can be a cultural innuendo for smoking, particularly marijuana, as indicated by the mention of 'blunt' and the use of emojis like 💨 (smoke) and the hashtag #Snoop, referencing Snoop Dogg, who is known for his association with cannabis culture. However, the comment clarifies that it refers to the Olympic torch, creating an indirect reference to drugs through humor and cultural context."
"So when they say ""Light it Up"" they mean the torch, not a blunt.#Snoop#Olympics👀💨🤣🇺🇸❤️💯";"2";"context";;"1";"humor";"The comment uses humor to indirectly reference drug use by playing on the phrase 'Light it Up,' which can refer to both lighting a torch and smoking a blunt. The use of emojis like 💨 (smoke) further suggests a connection to smoking."
"He better use it to light a blunt";"2";"no context";;"1";"slang";"The term 'blunt' is slang for a marijuana cigar, indicating an indirect reference to drug use."
"He better use it to light a blunt";"2";"context";;"1";"humor";"The comment humorously suggests that Snoop Dogg, known for his association with cannabis, might use the Olympic torch to light a blunt. This is an indirect reference to drugs through humor and cultural innuendo."
"Snoop still hasn’t 100% completed his life yet 😂😂😂";"0";"no context";;"1";"cultural innuendo";"The comment indirectly references drugs through cultural innuendo. Snoop Dogg is widely known for his association with cannabis use, and the comment humorously suggests that he hasn't 'completed his life,' which could imply he hasn't finished smoking or achieving something related to his cannabis culture."
"Snoop still hasn’t 100% completed his life yet 😂😂😂";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It seems to be a humorous remark about Snoop Dogg's achievements or life experiences, without any drug-related language or innuendo."
"Yeahhh I… I guess this makes sense";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs, drug-related slang, emojis, or hidden meanings. It appears to be a general statement without any drug-related context."
"Yeahhh I… I guess this makes sense";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply expresses a neutral or slightly confused sentiment about the news of Snoop Dogg carrying the Olympic torch."
"He’s going to smoke it";"2";"no context";;"1";"slang";"The phrase 'smoke it' is often used as slang for consuming drugs, particularly marijuana, by smoking. The comment indirectly refers to drug use through this slang expression."
"He’s going to smoke it";"2";"context";;"1";"humor";"The comment uses the word 'smoke' in a humorous way, likely referencing Snoop Dogg's well-known association with cannabis. It indirectly refers to drugs through a play on words, suggesting he might 'smoke' the torch instead of carrying it."
"It’s not April the 1st though";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It seems to be a straightforward statement about the date, possibly implying something unexpected or humorous, but without any drug-related language or innuendo."
"It’s not April the 1st though";"0";"context";;"0";"humor";"The comment seems to be expressing disbelief or surprise, possibly suggesting that the news is unexpected or unbelievable, similar to an April Fool's joke. There is no direct or indirect reference to drugs in this comment."
"@snoopdogg lite the blunt with the Olympic flame pleaseeeee";"2";"no context";;"1";"cultural innuendo";"The comment indirectly refers to drugs through cultural innuendo. 'Lite the blunt' is a slang phrase for lighting a marijuana cigar, and mentioning Snoop Dogg, who is known for his association with cannabis culture, reinforces this reference. The use of 'Olympic flame' adds a humorous and exaggerated twist to the request."
"@snoopdogg lite the blunt with the Olympic flame pleaseeeee";"2";"context";;"1";"slang";"The comment indirectly refers to drugs through the use of the slang term 'blunt,' which is commonly associated with marijuana. The request to 'lite the blunt with the Olympic flame' humorously suggests using the Olympic torch to light a marijuana cigarette, indicating an indirect drug reference."
"Lebron & Snoop. We winning ❤️";"0";"no context";;"0";"none";"The comment mentions 'Lebron & Snoop' and 'We winning ❤️', which does not contain any direct or indirect references to drugs. It appears to be a positive statement about success or victory, possibly in sports or entertainment, without any drug-related language or innuendo."
"Lebron & Snoop. We winning ❤️";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply expresses excitement or support for Snoop Dogg and possibly LeBron James, using a heart emoji to convey positive sentiment."
"This is gonna be the highest torch bearer in the history of the Olympics";"1";"no context";;"1";"cultural innuendo";"The phrase 'highest torch bearer' could be interpreted as a play on words, where 'highest' might refer to being under the influence of drugs, particularly cannabis, which is often associated with the term 'high'. However, it is also possible that 'highest' is used metaphorically to describe the significance or prominence of the torch bearer. The context suggests an indirect reference to drug culture through a double entendre."
"This is gonna be the highest torch bearer in the history of the Olympics";"1";"context";;"1";"humor";"The comment uses the word 'highest' humorously to refer to Snoop Dogg's well-known association with cannabis use, implying he will be the 'highest' torch bearer due to being under the influence."
"he js be doing stuff atp";"0";"no context";;"0";"none";"The comment 'he js be doing stuff atp' does not contain any direct or indirect references to drugs. It appears to be a casual statement about someone's actions without any drug-related language, slang, or emojis."
"he js be doing stuff atp";"0";"context";;"0";"none";"The comment 'he js be doing stuff atp' does not contain any direct or indirect references to drugs. It appears to be a general statement about Snoop Dogg's activities without any drug-related language or innuendo."
"What he gonna light with the torch?";"1";"no context";;"1";"slang";"The term 'torch' can be slang for a lighter or a device used to heat substances, often in the context of drug use, such as lighting a joint or heating a substance for inhalation. The comment indirectly references drug use through this slang term."
"What he gonna light with the torch?";"1";"context";;"1";"humor";"The comment humorously suggests that Snoop Dogg, known for his association with cannabis, might use the Olympic torch to light something other than the official cauldron, implying a joint or similar. This is an indirect reference to drugs through humor."
"Wat";"0";"no context";;"0";"none";"The comment 'Wat' does not contain any direct or indirect references to drugs. It is simply a misspelled or informal version of 'What,' which is a common expression of confusion or inquiry."
"Wat";"0";"context";;"0";"none";"The comment 'Wat' does not contain any drug-related language, slang, emojis, or hidden meanings. It is simply an expression of confusion or surprise."
"Well….this sounds bout rite considering the circus around ur presidential election";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It discusses the political situation, specifically the presidential election, without using any drug-related language, slang, or emojis."
"Well….this sounds bout rite considering the circus around ur presidential election";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It seems to be a commentary on the political situation, possibly using humor or sarcasm, but it does not relate to drug-related language or innuendo."
"🤨";"0";"no context";;"0";"none";"The emoji 🤨 does not have any direct or indirect drug-related connotations. It typically represents skepticism or confusion."
"🤨";"0";"context";;"0";"none";"The emoji 🤨 is a face with a raised eyebrow, often used to express skepticism or disbelief. It does not have any direct or indirect drug-related connotations."
"😂😂😂😂😂🔥🔥🔥🔥🔥🔥";"1";"no context";;"0";"none";"The comment consists solely of laughing and fire emojis, which do not have any direct or indirect drug-related meanings. They are commonly used to express amusement and excitement, respectively."
"😂😂😂😂😂🔥🔥🔥🔥🔥🔥";"1";"context";;"0";"none";"The comment consists solely of laughing and fire emojis, which do not have any direct or indirect drug-related meanings in this context. They are likely expressing excitement or humor about the post."
"Who let bro near Olympic level smoke 😭";"1";"no context";;"1";"slang";"The phrase 'Olympic level smoke' is likely a slang reference to a high-quality or potent form of marijuana. The use of 'smoke' in this context is often associated with cannabis, and 'Olympic level' suggests something of superior quality or intensity. The comment indirectly refers to drugs through this slang expression."
"Who let bro near Olympic level smoke 😭";"1";"context";;"1";"humor";"The comment uses the word 'smoke' in a humorous context, likely referring to Snoop Dogg's well-known association with marijuana. The phrase 'Olympic level smoke' is a play on words, suggesting both the Olympic torch and Snoop Dogg's reputation."
"Let Trump carry a flag 💪🏻";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It mentions Trump and carrying a flag, which is unrelated to drug-related language or symbolism."
"Let Trump carry a flag 💪🏻";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It mentions Trump and carrying a flag, which is unrelated to drug-related language or innuendo."
"hell yeah😂";"0";"no context";;"0";"none";"The comment 'hell yeah😂' does not contain any direct or indirect references to drugs. It is a general expression of excitement or agreement, often used in a humorous or enthusiastic context. The laughing emoji further suggests a light-hearted tone."
"hell yeah😂";"0";"context";;"0";"none";"The comment 'hell yeah😂' does not contain any direct or indirect references to drugs. It is simply an expression of enthusiasm or agreement, accompanied by a laughing emoji, which does not imply any drug-related content."
"Needs to light the biggest blunt on it";"2";"no context";;"1";"slang";"The comment uses the term 'blunt,' which is slang for a marijuana cigar. This is an indirect reference to drug use."
"Needs to light the biggest blunt on it";"2";"context";;"2";"slang";"The comment directly refers to drugs by mentioning 'blunt,' which is a slang term for a marijuana cigarette. The suggestion to light a blunt on the Olympic torch is a direct drug-related reference."
"Why?";"0";"no context";;"0";"none";"The comment 'Why?' does not contain any direct or indirect references to drugs. It is a simple question without any context or language that suggests drug-related content."
"Why?";"0";"context";;"0";"none";"The comment 'Why?' does not contain any direct or indirect references to drugs, nor does it use any slang, emojis, or cultural innuendo related to drugs. It is a simple question without any context that suggests drug-related content."
"So that's why he was running...";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply suggests a reason for someone running, without any drug-related language, slang, or emojis."
"So that's why he was running...";"0";"context";;"1";"humor";"The comment humorously suggests that Snoop Dogg, known for his association with cannabis, might be running for reasons related to drug use. This is an indirect reference using humor."
"♿️";"0";"no context";;"0";"none";"The wheelchair emoji (♿️) does not have any known drug-related meanings or associations. It is typically used to represent accessibility or disability and does not imply any drug-related content."
"♿️";"0";"context";;"0";"none";"The wheelchair emoji does not have any known drug-related connotations or hidden meanings. It is typically used to represent accessibility or disability."
"Doing major things 🙌";"0";"no context";;"0";"none";"The comment 'Doing major things 🙌' does not contain any direct or indirect references to drugs. It uses a common phrase and an emoji to express excitement or achievement, without any drug-related language or innuendo."
"Doing major things 🙌";"0";"context";;"0";"none";"The comment 'Doing major things 🙌' does not contain any direct or indirect references to drugs. It is a positive expression of support or admiration, using the 'raising hands' emoji to emphasize excitement or celebration."
"Hope he lights a blizzy with the torch";"1";"no context";;"1";"slang";"The term 'blizzy' is a slang term for a blunt, which is a cigar hollowed out and filled with marijuana. The comment indirectly refers to drug use through this slang term."
